scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2371:1:1,Reduviidae,,,,,,family,,B2371:1,accepted,,,,,,,,,Reduviidae,,,,,Réduvides,,FKV,4324,FKV,4324
B2371:1:2,Emesini,,,,,,tribe,,B2371:1,accepted,,,B2371:1:1,Reduviidae,,,,,Reduviidae,,,,Reduviidae,Emesini,,KT6,,KT6,
B2371:1:3,Ploiaria Scop.,Scop.,,,,,genus,,B2371:1,accepted,,,B2371:1:2,Emesini,,,,,Reduviidae,,Ploiaria,,Reduviidae | Emesini,Ploiaria Scop.,,6T3N,2008557,6T3N,2008557
B2371:1:4,Ploiaria culiciformis de G.,de G.,Ploiaria,,culiciformis,,species,,B2371:1,accepted,,,B2371:1:3,Ploiaria Scop.,,,,,Reduviidae,,Ploiaria,,Reduviidae | Emesini | Ploiaria,culiciformis de G.,,,10231891,,2008621
B2371:1:5,Ploiaria vagabunda L.,L.,Ploiaria,,vagabunda,,species,,B2371:1,accepted,,,B2371:1:3,Ploiaria Scop.,,,,,Reduviidae,,Ploiaria,,Reduviidae | Emesini | Ploiaria,vagabunda L.,,,10300093,,2008618
B2371:1:6,Ploiaria vagabunda var. pilosa Fieb.,Fieb.,Ploiaria,,vagabunda,pilosa,variety,,B2371:1,accepted,,,B2371:1:5,Ploiaria vagabunda L.,,,,,Reduviidae,,Ploiaria,,Reduviidae | Emesini | Ploiaria | Ploiaria vagabunda,var. pilosa Fieb.,,,9988139,,5152579
B2371:1:7,Reduvini,,,,,,tribe,,B2371:1,accepted,,,B2371:1:1,Reduviidae,,,,,Reduviidae,,,,Reduviidae,Reduvini,,,,,
B2371:1:8,Pygolampis Germ.,Germ.,,,,,genus,,B2371:1,accepted,,,B2371:1:7,Reduvini,,,,,Reduviidae,,Pygolampis,,Reduviidae | Reduvini,Pygolampis Germ.,,6437V,2008656,6437V,2008656
B2371:1:9,Pygolampis bidentata Fourc.,Fourc.,Pygolampis,,bidentata,,species,,B2371:1,accepted,,,B2371:1:8,Pygolampis Germ.,,,,,Reduviidae,,Pygolampis,,Reduviidae | Reduvini | Pygolampis,bidentata Fourc.,,4QP5Y,5152591,4QP5Y,5152591
B2371:1:10,Reduvius Fab.,Fab.,,,,,genus,,B2371:1,accepted,,,B2371:1:7,Reduvini,,,,,Reduviidae,,Reduvius,,Reduviidae | Reduvini,Reduvius Fab.,,77GY,2008513,77GY,2008513
