scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1324:1:1,Cupido minimus,,Cupido,,minimus,,species,,B1324:1,accepted,,,,,,,,,,,Cupido,,,Cupido minimus,,32FR9,1926260,32FR9,1926260
B1324:1:2,Celastrina argiolus,,Celastrina,,argiolus,,species,,B1324:1,accepted,,,,,,,,,,,Celastrina,,,Celastrina argiolus,,S2R3,1925918,S2R3,1925918
B1324:1:3,Scolitantides orion,,Scolitantides,,orion,,species,,B1324:1,accepted,,,,,,,,,,,Scolitantides,,,Scolitantides orion,,79XHL,1928248,79XHL,1928248
B1324:1:4,Glaucopsyche alexis,,Glaucopsyche,,alexis,,species,,B1324:1,accepted,,,,,,,,,,,Glaucopsyche,,,Glaucopsyche alexis,,9CWYS,1924097,9CWYS,1924097
B1324:1:5,Phengaris arion,,Phengaris,,arion,,species,,B1324:1,accepted,,,,,,,,,,,Phengaris,,,Phengaris arion,,,4535168,,1922311
B1324:1:6,Phengaris alcon,,Phengaris,,alcon,,species,,B1324:1,accepted,,,,,,,,,,,Phengaris,,,Phengaris alcon,,,7459402,,8016522
B1324:1:7,Aricia eumedon,,Aricia,,eumedon,,species,,B1324:1,accepted,,,,,,,,,,,Aricia,,,Aricia eumedon,,,8356016,,1933793
B1324:1:8,Aricia artaxerxes,,Aricia,,artaxerxes,,species,,B1324:1,accepted,,,,,,,,,,,Aricia,,,Aricia artaxerxes,,9CP8B,1933138,9CP8B,1933138
B1324:1:9,Aricia nicias,,Aricia,,nicias,,species,,B1324:1,accepted,,,,,,,,,,,Aricia,,,Aricia nicias,,,7977706,,1923796
B1324:1:10,Cyaniris semiargus,,Cyaniris,,semiargus,,species,,B1324:1,accepted,,,,,,,,,,,Cyaniris,,,Cyaniris semiargus,,32NGW,5139156,32NGW,5139156
B1324:1:11,Polyommatus icarus,,Polyommatus,,icarus,,species,,B1324:1,accepted,,,,,,,,,,,Polyommatus,,,Polyommatus icarus,,4LCR7,5140214,4LCR7,5140214
B1324:1:12,Polyommatus amandus,,Polyommatus,,amandus,,species,,B1324:1,accepted,,,,,,,,,,,Polyommatus,,,Polyommatus amandus,,,7597891,,5138543
B1324:1:13,Plebejus orbitulus,,Plebejus,,orbitulus,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus orbitulus,,,8545412,,1932960
B1324:1:14,Plebejus optilete,,Plebejus,,optilete,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus optilete,,,5714713,,1922937
B1324:1:15,Plebejus aquilo,,Plebejus,,aquilo,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus aquilo,,4K2C3,5138629,4K2C3,5138629
B1324:1:16,Plebejus argyrognomon,,Plebejus,,argyrognomon,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus argyrognomon,,,5714680,,5714680
B1324:1:17,Plebejus argus,,Plebejus,,argus,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus argus,,4K2C4,5138561,4K2C4,5138561
B1324:1:18,Plebejus idas,,Plebejus,,idas,,species,,B1324:1,accepted,,,,,,,,,,,Plebejus,,,Plebejus idas,,,5714690,,1926861
B1324:1:19,Lycaena phlaeas,,Lycaena,,phlaeas,,species,,B1324:1,accepted,,,,,,,,,,,Lycaena,,,Lycaena phlaeas,,3WJ52,1929697,3WJ52,1929697
B1324:1:20,Lycaena virgaureae,,Lycaena,,virgaureae,,species,,B1324:1,accepted,,,,,,,,,,,Lycaena,,,Lycaena virgaureae,,9F23R,1929659,9F23R,1929659
B1324:1:21,Lycaena helle,,Lycaena,,helle,,species,,B1324:1,accepted,,,,,,,,,,,Lycaena,,,Lycaena helle,,,7417698,,1925962
B1324:1:22,Lycaena hippothoe,,Lycaena,,hippothoe,,species,,B1324:1,accepted,,,,,,,,,,,Lycaena,,,Lycaena hippothoe,,,10572889,,1928945
B1324:1:23,Callophrys rubi,,Callophrys,,rubi,,species,,B1324:1,accepted,,,,,,,,,,,Callophrys,,,Callophrys rubi,,PVMS,1932411,PVMS,1932411
B1324:1:24,Favonius quercus,,Favonius,,quercus,,species,,B1324:1,accepted,,,,,,,,,,,Favonius,,,Favonius quercus,,,4535180,,1926324
B1324:1:25,Satyrium w-album,,Satyrium,,w-album,,species,,B1324:1,accepted,,,,,,,,,,,Satyrium,,,Satyrium w-album,,,5882965,,5882965
B1324:1:26,Thecla betulae,,Thecla,,betulae,,species,,B1324:1,accepted,,,,,,,,,,,Thecla,,,Thecla betulae,,5666M,1930110,5666M,1930110
