scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B519:1:1,"Leptochilus Saussure, 1852","Saussure, 1852",,,,,genus,,B519:1,accepted,,,,,,,,,,,Leptochilus,,,"Leptochilus Saussure, 1852",5CWP,1333025,5CWP,1333025
B519:1:2,"Leptochilus Saussure, 1852","Saussure, 1852",,,,,subgenus,,B519:1,accepted,,,B519:1:1,"Leptochilus Saussure, 1852",,,,,,,Leptochilus,Leptochilus,Leptochilus,"Leptochilus Saussure, 1852",5CWP,,5CWP,
B519:1:3,"Leptochilus mauritanicus (Lepeletier, 1841)","(Lepeletier, 1841)",Leptochilus,Leptochilus,mauritanicus,,species,,B519:1,accepted,,,B519:1:2,"Leptochilus Saussure, 1852",,,,,,,Leptochilus,Leptochilus,Leptochilus | Leptochilus,"mauritanicus (Lepeletier, 1841)",3TLHF,1333260,3TLHF,1333260
B519:1:4,"Pterochilus mauritanicus Lepeletier, 1841","Lepeletier, 1841",Pterochilus,,mauritanicus,,species,,B519:1,synonym,B519:1:3,"Leptochilus mauritanicus (Lepeletier, 1841)",,,,,,,,,Leptochilus,Leptochilus,Leptochilus | Leptochilus,"Pterochilus mauritanicus Lepeletier, 1841",4PVZM,6249085,4PVZM,6249085
B519:1:5,"Leptochilus mauritanicus subsp. andreui Giordani-Soika, 1971","Giordani-Soika, 1971",Leptochilus,,mauritanicus,andreui,subspecies,,B519:1,synonym,B519:1:3,"Leptochilus mauritanicus (Lepeletier, 1841)",,,,,,,,,Leptochilus,Leptochilus,Leptochilus | Leptochilus,"Leptochilus mauritanicus subsp. andreui Giordani-Soika, 1971",5JB2H,1333263,5JB2H,1333263
B519:1:6,"Euleptochilus Blüthgen, 1943","Blüthgen, 1943",,,,,subgenus,,B519:1,accepted,,,B519:1:1,"Leptochilus Saussure, 1852",,,,,,,Leptochilus,Euleptochilus,Leptochilus,"Euleptochilus Blüthgen, 1943",,,,
B519:1:7,"Leptochilus duplicatus (Klug, 1835)","(Klug, 1835)",Leptochilus,Euleptochilus,duplicatus,,species,,B519:1,accepted,,,B519:1:6,"Euleptochilus Blüthgen, 1943",,,,,,,Leptochilus,Euleptochilus,Leptochilus | Euleptochilus,"duplicatus (Klug, 1835)",3TLDQ,1333236,3TLDQ,1333236
B519:1:8,"Odynerus duplicatus Klug, 1835","Klug, 1835",Odynerus,,duplicatus,,species,,B519:1,synonym,B519:1:7,"Leptochilus duplicatus (Klug, 1835)",,,,,,,,,Leptochilus,Euleptochilus,Leptochilus | Euleptochilus,"Odynerus duplicatus Klug, 1835",,9148369,,1333236
B519:1:9,"Leptochilus limbiferus (Morawitz, 1867)","(Morawitz, 1867)",Leptochilus,Euleptochilus,limbiferus,,species,,B519:1,accepted,,,B519:1:6,"Euleptochilus Blüthgen, 1943",,,,,,,Leptochilus,Euleptochilus,Leptochilus | Euleptochilus,"limbiferus (Morawitz, 1867)",3TLGT,1333147,3TLGT,1333147
B519:1:10,"Leptochilus limbiferus subsp. limbiferus (Morawitz, 1867)","(Morawitz, 1867)",Leptochilus,Euleptochilus,limbiferus,limbiferus,subspecies,,B519:1,accepted,,,B519:1:9,"Leptochilus limbiferus (Morawitz, 1867)",,,,,,,Leptochilus,Euleptochilus,Leptochilus | Euleptochilus | Leptochilus limbiferus,"limbiferus subsp. limbiferus (Morawitz, 1867)",,7217724,,7217724
