scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1169:1:1,"Pamphiliidae Cameron, 1890","Cameron, 1890",,,,,family,,B1169:1,accepted,,,,,,,,,Pamphiliidae,,,,,"Pamphiliidae Cameron, 1890",DWB,4346,DWB,4346
B1169:1:2,"Pamphiliinae Cameron, 1890","Cameron, 1890",,,,,subfamily,,B1169:1,accepted,,,B1169:1:1,"Pamphiliidae Cameron, 1890",,,,,Pamphiliidae,Pamphiliinae,,,Pamphiliidae,"Pamphiliinae Cameron, 1890",,,,
B1169:1:3,"Neurotomini Benson, 1945","Benson, 1945",,,,,tribe,,B1169:1,accepted,,,B1169:1:2,"Pamphiliinae Cameron, 1890",,,,,Pamphiliidae,Pamphiliinae,,,Pamphiliidae | Pamphiliinae,"Neurotomini Benson, 1945",,,,
B1169:1:4,"Neurotoma Konow, 1897","Konow, 1897",,,,,genus,,B1169:1,accepted,,,B1169:1:3,"Neurotomini Benson, 1945",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini,"Neurotoma Konow, 1897",63F3F,1248775,63F3F,1248775
B1169:1:5,"Neurotoma atrata Takeuchi, 1930","Takeuchi, 1930",Neurotoma,,atrata,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"atrata Takeuchi, 1930",,8649885,,8649885
B1169:1:6,"Neurotoma coreana Shinohara, 1980","Shinohara, 1980",Neurotoma,,coreana,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"coreana Shinohara, 1980",,11494613,,11494613
B1169:1:7,"Neurotoma iridescens (André, 1882)","(André, 1882)",Neurotoma,,iridescens,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"iridescens (André, 1882)",,4492285,,4492285
B1169:1:8,"Lyda iridescens André, 1882","André, 1882",Lyda,,iridescens,,species,,B1169:1,synonym,B1169:1:7,"Neurotoma iridescens (André, 1882)",,,,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"Lyda iridescens André, 1882",,4492287,,4492285
B1169:1:9,"Neurotoma satoi Shinohara, 1980","Shinohara, 1980",Neurotoma,,satoi,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"satoi Shinohara, 1980",,11725413,,11725413
B1169:1:10,"Neurotoma sibirica Gussakovskij, 1935","Gussakovskij, 1935",Neurotoma,,sibirica,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"sibirica Gussakovskij, 1935",,10290784,,10290784
B1169:1:11,"Neurotoma silla Shinohara, Choi & Lee, 2018","Shinohara, Choi & Lee, 2018",Neurotoma,,silla,,species,,B1169:1,accepted,,,B1169:1:4,"Neurotoma Konow, 1897",,,,,Pamphiliidae,Pamphiliinae,Neurotoma,,Pamphiliidae | Pamphiliinae | Neurotomini | Neurotoma,"silla Shinohara, Choi & Lee, 2018",,10419252,,10419252
B1169:1:12,"Pamphiliini Cameron, 1890","Cameron, 1890",,,,,tribe,,B1169:1,accepted,,,B1169:1:2,"Pamphiliinae Cameron, 1890",,,,,Pamphiliidae,Pamphiliinae,,,Pamphiliidae | Pamphiliinae,"Pamphiliini Cameron, 1890",,,,
B1169:1:13,"Chrysolyda Shinohara, 2002","Shinohara, 2002",,,,,genus,,B1169:1,accepted,,,B1169:1:12,"Pamphiliini Cameron, 1890",,,,,Pamphiliidae,Pamphiliinae,Chrysolyda,,Pamphiliidae | Pamphiliinae | Pamphiliini,"Chrysolyda Shinohara, 2002",,11508441,,11508441
B1169:1:14,"Chrysolyda leucocephala (Takeuchi, 1938)","(Takeuchi, 1938)",Chrysolyda,,leucocephala,,species,,B1169:1,accepted,,,B1169:1:13,"Chrysolyda Shinohara, 2002",,,,,Pamphiliidae,Pamphiliinae,Chrysolyda,,Pamphiliidae | Pamphiliinae | Pamphiliini | Chrysolyda,"leucocephala (Takeuchi, 1938)",,11783488,,11783488
