scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B501:1:1,Pompilidae,,,,,,family,,B501:1,accepted,,,,,,,,,Pompilidae,,,,,627L7,7913
B501:1:2,Pepsinae,,,,,,subfamily,,B501:1,accepted,,,B501:1:1,Pompilidae,,,,,Pompilidae,Pepsinae,,,Pompilidae,,
B501:1:3,Cryptocheilus,,,,,,genus,,B501:1,accepted,,,B501:1:2,Pepsinae,,,,,Pompilidae,Pepsinae,Cryptocheilus,,Pompilidae | Pepsinae,3WHM,1311931
B501:1:4,Adonta,,,,,,subgenus,,B501:1,accepted,,,B501:1:3,Cryptocheilus,,,,,Pompilidae,Pepsinae,Cryptocheilus,Adonta,Pompilidae | Pepsinae | Cryptocheilus,,
B501:1:5,Cryptocheilus fabricii,,Cryptocheilus,,fabricii,,species,,B501:1,accepted,,,B501:1:4,Adonta,,,,,Pompilidae,Pepsinae,Cryptocheilus,Adonta,Pompilidae | Pepsinae | Cryptocheilus | Adonta,ZVWS,4504978
B501:1:6,Cryptocheilus notatus,,Cryptocheilus,,notatus,,species,,B501:1,accepted,,,B501:1:4,Adonta,,,,,Pompilidae,Pepsinae,Cryptocheilus,Adonta,Pompilidae | Pepsinae | Cryptocheilus | Adonta,ZVZB,4504947
B501:1:8,Priocnemis,,,,,,subgenus,,B501:1,accepted,,,B501:1:7,Priocnemis,,,,,Pompilidae,Pepsinae,Priocnemis,Priocnemis,Pompilidae | Pepsinae | Priocnemis,87K3C,
B501:1:8,Priocnemis,,,,,,subgenus,,B501:1,accepted,,,B501:1:7,Priocnemis,,,,,Pompilidae,Pepsinae,Priocnemis,Priocnemis,Pompilidae | Pepsinae | Priocnemis,87K3C,
B501:1:9,Priocnemis agilis,,Priocnemis,,agilis,,species,,B501:1,accepted,,,B501:1:8,Priocnemis,,,,,Pompilidae,Pepsinae,Priocnemis,Priocnemis,Pompilidae | Pepsinae | Priocnemis | Priocnemis,6W8M8,4505088
B501:1:10,Priocnemis cordivalvata,,Priocnemis,,cordivalvata,,species,,B501:1,accepted,,,B501:1:8,Priocnemis,,,,,Pompilidae,Pepsinae,Priocnemis,Priocnemis,Pompilidae | Pepsinae | Priocnemis | Priocnemis,788PD,4505117
